# Cryptococcus neoformans H99 gene information
# Downloaded from FungiDB 59, 2022-09-05
GeneID	ProductDescription	GeneName	CuratedGOComponents	CuratedGOFunctions	CuratedGOProcesses
CNAG_00442	cyclin	NA	NA	NA	NA
CNAG_00443	hypothetical protein	NA	NA	NA	NA
CNAG_00444	hypothetical protein	NA	NA	NA	NA
CNAG_00445	nonhistone chromosomal protein	NHP6B01	NA	NA	melanin biosynthetic process
CNAG_00446	hypothetical protein	NA	NA	NA	NA
CNAG_00447	T-complex protein 1 subunit beta	NA	NA	NA	NA
CNAG_00448	V-type H -transporting ATPase subunit AC39	NA	NA	NA	NA
CNAG_00449	RNA-binding protein NOB1, variant	NA	NA	NA	NA
CNAG_00450	3-isopropylmalate dehydrogenase	LEU2	extracellular vesicle	NA	NA
CNAG_00451	cytoplasmic protein	NA	NA	NA	NA
CNAG_00452	Isovaleryl-CoA dehydrogenase	NA	NA	NA	NA
CNAG_00453	mitochondrial protein	NA	NA	NA	NA
CNAG_00454	hypothetical protein	NA	NA	NA	NA
CNAG_00455	ubiquitin carboxyl-terminal hydrolase Ubp16	UBP16	NA	NA	NA
CNAG_00456	Identified spore protein 6	ISP6	NA	NA	NA
CNAG_00457	Glutamine synthetase	GLN1	extracellular vesicle	NA	NA
CNAG_00458	hypothetical protein	NA	NA	protein binding	NA
CNAG_00460	virulence related protein of unknown function	LIV1	NA	NA	capsule organization;response to hydrogen peroxide;response to tert-butyl hydroperoxide
CNAG_00461	protein kinase C substrate 80K-H	NA	NA	NA	NA
CNAG_00462	electron-transferring-flavoprotein dehydrogenase	NA	NA	NA	NA
CNAG_00463	hypothetical protein	NA	NA	NA	NA
CNAG_00464	pre-mRNA-splicing factor rse1	NA	NA	NA	NA
CNAG_00465	hypothetical protein	NA	NA	NA	NA
CNAG_00466	adaptin ear-binding coat-associated protein 2	NA	NA	NA	NA
CNAG_00467	hypothetical protein	NA	NA	NA	NA
CNAG_00468	hypothetical protein	NA	NA	NA	NA
CNAG_00469	endoplasmic reticulum protein	NA	NA	NA	NA
CNAG_00470	charged multivesicular body protein 1	NA	NA	NA	NA
CNAG_00471	mitochondrial protein	NA	NA	NA	NA
CNAG_00472	hypothetical protein	NA	NA	NA	NA
CNAG_00473	oligosaccharyltransferase complex subunit epsilon	OST2	NA	NA	NA
CNAG_00474	hypothetical protein	NA	NA	NA	NA
CNAG_00475	WSC domain-containing protein	NA	NA	NA	NA
CNAG_00476	hypothetical protein	NA	NA	NA	NA
CNAG_00480	hypothetical protein	NA	NA	NA	NA
CNAG_00481	hypothetical protein	NA	NA	NA	NA
CNAG_00482	26S proteasome regulatory subunit N10	NA	NA	NA	NA
CNAG_00483	actin	ACT1	extracellular vesicle	NA	NA
CNAG_00484	2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase)	NA	NA	NA	NA
CNAG_00485	hypothetical protein	NA	NA	NA	cellular response to heat
CNAG_00486	succinate dehydrogenase assembly factor 2, mitochondrial	NA	NA	NA	NA
CNAG_00487	hypothetical protein	NA	NA	NA	NA
CNAG_00488	hypothetical protein, variant	NA	NA	NA	NA
CNAG_00490	acetyl-CoA acyltransferase	NA	NA	NA	NA
CNAG_00491	hypothetical protein	NA	NA	NA	NA
CNAG_00492	hypothetical protein	NA	NA	NA	NA
CNAG_00493	hypothetical protein	NA	NA	NA	NA
CNAG_00495	hypothetical protein	NA	NA	NA	NA
CNAG_00496	hypothetical protein	NA	NA	NA	NA
CNAG_00497	hypothetical protein	NA	NA	NA	NA
CNAG_00498	cell division cycle protein 14	CDC14	NA	NA	NA
CNAG_00499	solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29	NA	NA	NA	NA
CNAG_00500	Protein phosphatase	PTC1	NA	NA	mating
CNAG_00501	hypothetical protein	NA	NA	NA	NA
CNAG_00502	large subunit ribosomal protein L35	NA	NA	NA	NA
CNAG_00503	hypothetical protein	NA	NA	NA	NA
CNAG_00504	peptidyl-prolyl cis-trans isomerase-like 4	NA	NA	NA	NA
CNAG_00505	hypothetical protein	FZC28	NA	NA	NA
CNAG_00506	hypothetical protein	NA	NA	NA	NA
CNAG_00507	nitrilase	NA	NA	NA	NA
CNAG_00508	vacuolar protein sorting-associated protein vps17	VPS17	NA	NA	NA
CNAG_00509	translation initiation factor 3 subunit M	NA	NA	NA	NA
CNAG_00510	prefoldin subunit 2	NA	NA	NA	NA
CNAG_00511	hypothetical protein	NA	NA	NA	NA
CNAG_00512	mitochondrial carrier protein	NA	NA	NA	NA
CNAG_00513	nucleolar protein 53	NA	NA	NA	NA
CNAG_00514	hypothetical protein	NA	NA	NA	NA
CNAG_00515	mannitol dehydrogenase	NA	NA	NA	NA
CNAG_00516	peroxin-7	PEX7	NA	NA	NA
CNAG_00517	hypothetical protein	NA	NA	NA	NA
CNAG_00519	lathosterol oxidase	ERG3	NA	NA	NA
CNAG_00520	hypothetical protein	NA	P-body	NA	NA
CNAG_00521	hypothetical protein	NA	NA	NA	NA
CNAG_00522	C2 domain-containing protein	NA	NA	NA	NA
CNAG_00523	hypothetical protein, variant	NA	NA	NA	NA
CNAG_00524	acetyl-CoA acyltransferase 2	NA	NA	NA	NA
CNAG_00525	dynein light intermediate chain 1, cytosolic	NA	NA	NA	NA
CNAG_00526	hypothetical protein	NA	NA	NA	NA
CNAG_00527	translation initiation factor eIF-2B subunit epsilon	NA	NA	NA	NA
CNAG_00528	WD-repeat protein 23	NA	NA	NA	NA
CNAG_00529	sulfite transporter	NA	NA	NA	NA
CNAG_00531	potassium/sodium efflux P-type ATPase, fungal- type	ENA1	NA	NA	cellular response to dithiothreitol;cellular response to hydrogen peroxide;hyperosmotic response;response to alkaline pH;response to antibiotic;response to lithium ion;response to sodium dodecyl sulfate
CNAG_00532	hypothetical protein	NA	NA	NA	NA
CNAG_00533	mitochondrial import inner membrane translocase subunit tim50	TIM50	NA	NA	NA
CNAG_00534	hypothetical protein	NA	NA	NA	NA
CNAG_00535	large subunit ribosomal protein L16	NA	NA	NA	NA
CNAG_00536	hypothetical protein, variant	NA	NA	NA	NA
CNAG_00537	Carnitine O-acetyltransferase	NA	NA	NA	NA
CNAG_00538	hypothetical protein	NA	NA	NA	NA
CNAG_00539	membrane transporter	NA	NA	NA	NA
CNAG_00540	pantothenate transporter	NA	NA	NA	NA
CNAG_00541	dimethylaniline monooxygenase	NA	NA	NA	NA
CNAG_00542	Salicylate hydroxylase	NA	NA	NA	NA
CNAG_00543	hypothetical protein	NA	NA	NA	NA
CNAG_00544	hypothetical protein	NA	NA	NA	NA
CNAG_00545	cohesin loading factor subunit SCC2	NA	NA	NA	NA
CNAG_00546	Chitin synthase	CHS4	NA	NA	cellular response to heat
CNAG_00547	hypothetical protein	NA	NA	NA	NA
CNAG_00549	hypothetical protein, variant	NA	NA	NA	NA
CNAG_00550	DNA mismatch repair protein Msh5	NA	NA	NA	NA
CNAG_00551	poly(A) polymerase	NA	NA	NA	NA
CNAG_00554	inositol phosphorylsphingolipid-phospholipase C	ISC1	NA	NA	cellular response to antibiotic;cellular response to cadmium ion;cellular response to diamide;cellular response to dithiothreitol;cellular response to hydroxyurea;cellular response to oxidative stress;cellular response to salt stress;cellular response to tert-butyl hydroperoxide;response to hydroxyu
CNAG_00555	hypothetical protein, variant	NA	NA	NA	NA
CNAG_00556	Casein kinase I	CCK1	NA	NA	cellular response to antibiotic;cellular response to cadmium ion;cellular response to diamide;cellular response to dithiothreitol;cellular response to heat;cellular response to hydrogen peroxide;cellular response to hydroxyurea;cellular response to menadione;cellular response to salt stress;cellular
CNAG_00557	U6 snRNA-associated Sm-like protein LSm8	NA	NA	NA	NA
CNAG_00558	hypothetical protein	NA	NA	NA	NA
CNAG_00559	bZip transcription factor, putative	BZP3	NA	NA	cellular response to hydrogen peroxide;cellular response to salt stress;mating;negative regulation of capsule organization;negative regulation of melanin biosynthetic process;response to dithiothreitol;response to hydrogen peroxide;response to sodium dodecyl sulfate;response to tunicamycin
CNAG_00560	V-type H -transporting ATPase subunit E	NA	NA	NA	NA
CNAG_00561	histone acetyltransferase type B catalytic subunit	HAT1	NA	protein binding	NA
CNAG_00562	hypothetical protein	NA	NA	NA	NA
CNAG_00563	hypothetical protein	NA	NA	NA	NA
CNAG_00564	hypothetical protein	NA	NA	NA	NA
CNAG_00565	dynamin GTPase	VPS1	NA	NA	NA
CNAG_00566	DNA ligase 1	NA	NA	NA	NA
CNAG_00567	WD40 repeat protein	NA	NA	NA	NA
CNAG_00568	hypothetical protein	NA	NA	NA	NA
CNAG_00569	GTP cyclohydrolase II	NA	NA	NA	NA
CNAG_00570	cAMP-dependent protein kinase regulator	PKR1	NA	NA	capsule organization;melanin biosynthetic process;response to cyclosporin A
CNAG_00571	hypothetical protein	NA	NA	NA	NA
CNAG_00572	DNA excision repair protein ERCC-2	NA	NA	NA	NA
CNAG_00573	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 6	NA	NA	NA	NA
CNAG_00574	amino acid/metabolite permease, variant	NA	NA	NA	NA
CNAG_00575	Catalase 3	CAT3	extracellular vesicle	NA	NA
CNAG_00576	mitochondrial protein	NA	NA	NA	NA
CNAG_00577	hypothetical protein	NA	NA	NA	NA
CNAG_00580	translation initiation factor IF-2	NA	NA	NA	NA
CNAG_00581	saccharopepsin	NA	extracellular region	NA	NA
CNAG_00582	vacuolar transporter chaperone 1	NA	NA	NA	NA
CNAG_00583	hypothetical protein	NA	NA	NA	NA
CNAG_00584	Profilin	NA	NA	NA	NA
CNAG_00585	hypothetical protein	NA	NA	NA	NA
CNAG_00586	hypothetical protein	NA	NA	NA	NA
CNAG_00587	hypothetical protein	NA	NA	NA	NA
CNAG_00588	hypothetical protein	NA	NA	NA	cellular response to heat;cellular response to salt stress
CNAG_00589	5-formyltetrahydrofolate cyclo-ligase	NA	NA	NA	NA
CNAG_00590	para-aminobenzoate synthetase	NA	NA	NA	NA
CNAG_00591	hypothetical protein	NA	NA	NA	NA
CNAG_00592	dolichol-phosphate mannosyltransferase	NA	NA	NA	NA
CNAG_00593	hypothetical protein	NA	NA	NA	NA
CNAG_00594	lipid particle protein	NA	NA	NA	NA
CNAG_00595	hypothetical protein	NA	NA	NA	NA
CNAG_00596	hypothetical protein	NA	NA	NA	NA
CNAG_00597	amino acid transporter	DIP5	NA	NA	NA
CNAG_00598	nicotinamide mononucleotide permease	NA	NA	NA	NA
CNAG_00599	anion transporter	NA	NA	NA	NA
CNAG_00600	capsular associated protein	CAP60	nuclear membrane	NA	capsule organization
CNAG_00601	glycosyl hydrolase	CEL1	NA	NA	NA
CNAG_00602	translation initiation factor 3 subunit I	NA	NA	NA	NA
CNAG_00603	pre-rRNA-processing protein PNO1	NA	NA	NA	NA
CNAG_00604	hypothetical protein	NA	NA	NA	NA
CNAG_00605	cytoplasmic protein	NA	NA	NA	NA
CNAG_00606	transcription initiation factor TFIID subunit 7	NA	NA	NA	NA
CNAG_00607	hypothetical protein	NA	NA	NA	NA
CNAG_00608	hypothetical protein	NA	NA	NA	NA
CNAG_00609	hypothetical protein	NA	NA	NA	NA
CNAG_00612	DNA excision repair protein ERCC-3	NA	NA	NA	NA
CNAG_00613	Cytosine deaminase	FCY1	NA	NA	NA
CNAG_00614	hypothetical protein	NA	NA	NA	NA
CNAG_00615	hypothetical protein	NA	NA	NA	NA
CNAG_00619	tubulin folding cofactor C	NA	NA	NA	NA
CNAG_00622	Acetylornithine aminotransferase	ARG8	NA	NA	NA
CNAG_00623	fungus-specific glucosylceramide	EGCrP1	NA	NA	capsule organization
CNAG_00624	hypothetical protein	NA	NA	NA	NA
CNAG_00625	ARF guanyl-nucleotide exchange factor	NA	NA	NA	NA
CNAG_00626	hypothetical protein	NA	NA	NA	NA
CNAG_00627	specific transcriptional repressor	NA	NA	NA	NA
CNAG_00628	hypothetical protein	NA	NA	NA	NA
CNAG_00632	hypothetical protein	NA	NA	NA	NA
CNAG_00633	hypothetical protein	NA	NA	NA	NA
CNAG_00634	hypothetical protein	NA	NA	NA	NA
CNAG_00635	cytoplasmic protein	NA	NA	NA	NA
CNAG_00636	CDC7 protein kinase	CDC7	NA	NA	cellular response to antibiotic;cellular response to cadmium ion;cellular response to diamide;cellular response to dithiothreitol;cellular response to heat;cellular response to hydrogen peroxide;cellular response to hydroxyurea;cellular response to menadione;cellular response to methyl methanesulfon
CNAG_00637	Cystathionine beta-synthase	NA	NA	NA	NA
CNAG_00638	GTPase	NA	NA	NA	NA
CNAG_00639	hypothetical protein	URO3	NA	NA	NA
CNAG_00640	small subunit ribosomal protein S4-A	NA	NA	NA	NA
CNAG_00641	transcription elongation factor spt5	NA	NA	NA	NA
CNAG_00642	hypothetical protein	NA	NA	NA	NA
CNAG_00643	hypothetical protein	NA	NA	NA	NA
CNAG_00644	sphingolipid delta-4 desaturase	NA	NA	NA	NA
CNAG_00645	2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase	NA	NA	NA	NA
CNAG_00647	hypothetical protein	NA	NA	NA	NA
CNAG_00648	esterase/lipase	NA	NA	NA	NA
CNAG_00649	tryptophan synthase, beta subunit	NA	NA	NA	NA
CNAG_00650	GRAM domain-containing protein	NA	NA	NA	NA
CNAG_00651	ATP-binding cassette, subfamily D (ALD), peroxisomal long-chain fatty acid import protein	NA	NA	NA	NA
CNAG_00652	hypothetical protein, variant 2	NA	NA	NA	NA
CNAG_00653	hypothetical protein	NA	NA	NA	NA
CNAG_00654	sulfiredoxin	SRX1	NA	NA	response to fungicide;response to oxidative stress
CNAG_00655	large subunit acidic ribosomal protein P1	NA	NA	NA	NA
CNAG_00656	large subunit ribosomal protein L7e	NA	extracellular vesicle	NA	NA
CNAG_00657	hypothetical protein	NA	NA	NA	NA
CNAG_00658	hypothetical protein	NA	NA	NA	NA
CNAG_00659	TFIIH basal transcription factor complex TTD-A subunit	NA	NA	NA	NA
CNAG_00660	histone deacetylase HOS3	NA	NA	NA	NA
CNAG_00661	hypothetical protein	NA	NA	NA	NA
CNAG_00662	carboxymethylenebutenolidase	NA	NA	NA	NA
CNAG_00663	hypothetical protein	NA	NA	NA	cellular response to heat
CNAG_00664	hypothetical protein	NA	NA	NA	NA
CNAG_00665	DNA topoisomerase 2-associated protein PAT1	NA	NA	NA	NA
CNAG_00666	nucleoporin NSP1	NA	NA	NA	NA
CNAG_00667	hypothetical protein	NA	NA	protein binding	NA
CNAG_00668	hypothetical protein	NA	NA	NA	cellular response to salt stress
CNAG_00669	hypothetical protein	NA	NA	NA	NA
CNAG_00670	hypothetical protein	FZC12	NA	NA	NA
CNAG_00671	cytoplasmic protein	NA	NA	NA	NA
CNAG_00672	small subunit ribosomal protein S11	NA	NA	NA	NA
CNAG_00673	cytoplasmic protein	NA	NA	NA	NA
CNAG_00674	hypothetical protein	NA	NA	NA	NA
CNAG_00675	carnitine/acyl carnitine carrier, variant	NA	NA	NA	NA
CNAG_00676	ESCRT-I complex subunit VPS28	NA	NA	NA	NA
CNAG_00677	E3 ubiquitin-protein ligase UHRF1	NA	NA	NA	NA
CNAG_00678	urease accessory protein UreG	URE7	NA	urease activity	nitrogen utilization
CNAG_00679	hypothetical protein	NA	NA	NA	NA
CNAG_00680	kinetochore protein Nuf2, variant	NA	NA	NA	NA
CNAG_00681	condensin complex subunit 3	NA	NA	NA	NA
CNAG_00682	kinesin	NA	NA	NA	NA
CNAG_00683	CMGC/CLK protein kinase	NA	NA	NA	NA
CNAG_00684	Ribulose-phosphate 3-epimerase	NA	NA	NA	NA
CNAG_00685	pre-mRNA-splicing ATP-dependent RNA helicase PRP28	NA	NA	NA	NA
CNAG_00686	hypothetical protein	NA	NA	NA	NA
CNAG_00687	hypothetical protein	NA	NA	NA	NA
CNAG_00688	hypothetical protein	NA	NA	NA	NA
CNAG_00689	beta-1,4-mannosyltransferase	NA	NA	NA	NA
CNAG_00690	hypothetical protein	NA	NA	NA	NA
CNAG_00691	hypothetical protein	NA	NA	NA	cellular response to heat
CNAG_00692	FAD dependent oxidoreductase	NA	NA	NA	NA
CNAG_00693	F-box and WD-40 domain-containing protein CDC4	NA	NA	NA	NA
CNAG_00694	pre-mRNA-splicing factor CLF1	CLF1	NA	NA	NA
CNAG_00695	hypothetical protein	NA	NA	NA	NA
CNAG_00696	alpha-mannosidase	NA	NA	NA	NA
CNAG_00697	UDP-glucose 4-epimerase	UGE1	NA	NA	capsule organization;galactoxylomannan biosynthetic process;response to heat
CNAG_00698	hypothetical protein	NA	NA	NA	NA
CNAG_00699	transmembrane receptor	LPI15	NA	NA	NA
CNAG_00700	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	NA	NA	NA	NA
CNAG_00701	protein involved in gxm O-acetylation	CAS31	NA	NA	NA
CNAG_00702	hypothetical protein	NA	NA	NA	NA
CNAG_00703	large subunit ribosomal protein L31e	NA	NA	NA	NA
CNAG_00704	hypothetical protein, variant	NA	NA	NA	NA
CNAG_00705	RuvB-like helicase 2	NA	NA	NA	NA
CNAG_00706	RNA-binding protein rnp24	NA	NA	NA	NA
CNAG_00707	protein sym1	NA	NA	NA	NA
CNAG_00708	pre-mRNA-splicing factor slt11	NA	NA	NA	NA
CNAG_00709	uracil-DNA glycosylase	NA	NA	NA	NA
CNAG_00710	Glutamine synthetase	NA	NA	NA	NA
CNAG_00711	hypothetical protein	NA	NA	NA	NA
CNAG_00712	hypothetical protein	NA	NA	NA	NA
CNAG_00713	V-type H -transporting ATPase 54 kDa subunit	NA	NA	NA	NA
CNAG_00714	hypothetical protein	NA	NA	NA	NA
CNAG_00715	hypothetical protein	NA	NA	NA	NA
CNAG_00716	Cytochrome c	NA	NA	NA	NA
CNAG_00717	hypothetical protein	NA	NA	NA	NA
CNAG_00718	chromatin assembly factor 1 subunit B	CAC2	NA	protein binding	NA
CNAG_00719	ribosome biogenesis ATPase	NA	NA	NA	NA
CNAG_00720	DNA repair protein RAD51	NA	NA	NA	NA
CNAG_00721	alpha-1,3-mannosyltransferase	CAP59	NA	NA	capsule organization;copper ion import
CNAG_00722	large subunit ribosomal protein L27	NA	NA	NA	NA
CNAG_00723	hypothetical protein	NA	NA	NA	NA
CNAG_00726	hypothetical protein	NA	NA	NA	NA
CNAG_00727	mitochondrial protein with role in iron accumulation	NA	NA	NA	NA
CNAG_00728	dityrosine transporter	NA	NA	NA	NA
CNAG_00729	hypothetical protein	NA	NA	NA	NA
CNAG_00730	ATP-binding cassette transporter	AFR1	NA	NA	response to drug
CNAG_00732	hypothetical protein	CCD3	NA	NA	cellular response to dithiothreitol;cellular response to hydrogen peroxide
CNAG_00733	hypothetical protein	NA	NA	NA	NA
CNAG_00734	dihydroorotase, homodimeric type	NA	NA	NA	NA
CNAG_00735	aldehyde dehydrogenase family 7 member A1	NA	NA	NA	NA
CNAG_00736	exocyst protein	SEC5	NA	NA	NA
CNAG_00737	hypothetical protein	NA	NA	NA	NA
CNAG_00738	hypothetical protein	NA	NA	NA	NA
CNAG_00739	hypothetical protein	NA	NA	NA	NA
CNAG_00740	swi/snf chromatin-remodeling complex subunit	SNF5	NA	NA	melanin biosynthetic process
CNAG_00741	ATP-dependent RNA helicase SUB2	NA	NA	NA	NA
CNAG_00742	Serine palmitoyltransferase	NA	NA	NA	NA
CNAG_00743	imidazoleglycerol phosphate synthase, cyclase subunit	NA	NA	NA	NA
CNAG_00744	alpha 1,6-mannosyltransferase	OCH1	NA	NA	NA
CNAG_00745	HAL protein kinase	HRK1	NA	NA	cellular response to antibiotic;cellular response to diamide;cellular response to dithiothreitol;cellular response to menadione;cellular response to salt stress;cellular response to sodium dodecyl sulfate;cellular response to tunicamycin;mating;positive regulation of melanin biosynthetic process;pos
CNAG_00746	capsular associated protein	CAS35	NA	NA	NA
CNAG_00747	succinyl-CoA synthetase beta subunit	NA	NA	NA	NA
CNAG_00748	hypothetical protein	NA	NA	NA	NA
CNAG_00749	alternative sulfate transporter	NA	NA	NA	NA
CNAG_00750	hypothetical protein	NA	NA	NA	NA
CNAG_00751	hypothetical protein	NA	NA	NA	NA
CNAG_00752	transducin family protein	NA	NA	NA	NA
CNAG_00753	hypothetical protein	NA	NA	NA	NA
CNAG_00754	ATP-binding cassette, sub-family E, member 1	NA	NA	NA	NA
CNAG_00755	hypothetical protein	NA	NA	NA	NA
CNAG_00756	hypothetical protein	NA	NA	NA	NA
CNAG_00757	ubiquitin carboxyl-terminal hydrolase 8	DOA4	NA	NA	hyperosmotic response;melanin biosynthetic process;response to antibiotic;response to caffeine;response to drug;response to sodium dodecyl sulfate
CNAG_00758	regulatory protein Ral2	NA	NA	NA	NA
CNAG_00759	hypothetical protein	NA	NA	NA	NA
CNAG_00760	methylenetetrahydrofolate reductase	NA	NA	NA	NA
CNAG_00761	coiled-coil domain-containing protein 12	NA	NA	NA	NA
CNAG_00762	diphthamide biosynthesis protein 1	DPH1	NA	NA	NA
CNAG_00764	ATP-dependent RNA helicase DBP4	NA	NA	NA	NA
CNAG_00765	hypothetical protein	NA	NA	NA	NA
CNAG_00766	hypothetical protein	NA	NA	NA	NA
CNAG_00768	hypothetical protein	NA	NA	NA	NA
CNAG_00769	STE/STE7 protein kinase	PBS2	NA	NA	adhesion of symbiont to host endothelial cell;cellular response to antibiotic;cellular response to cadmium ion;cellular response to diamide;cellular response to heat;cellular response to hydrogen peroxide;cellular response to hydroxyurea;cellular response to menadione;cellular response to methyl met
CNAG_00770	DNA mismatch repair protein Msh2	MSH2	NA	NA	NA
CNAG_00771	large subunit ribosomal protein L29	NA	extracellular vesicle	NA	NA
CNAG_00772	UV excision repair protein Rad23	RAD23	NA	NA	NA
CNAG_00773	hypothetical protein	NA	NA	NA	NA
CNAG_00774	phosphoglycerate dehydrogenase	NA	NA	NA	NA
CNAG_00775	U3 small nucleolar RNA-associated protein 15	NA	NA	NA	NA
CNAG_00776	immunoreactive mannoprotein MP88	MP88	extracellular region	NA	NA
CNAG_00777	CCR4-NOT transcriptional complex subunit CAF120	NA	NA	NA	NA
CNAG_00778	hypothetical protein	NA	NA	NA	NA
CNAG_00779	large subunit ribosomal protein L27e	RPL27	extracellular vesicle	NA	NA
CNAG_00780	hypothetical protein	NA	NA	NA	NA
CNAG_00781	U6 snRNA-associated Sm-like protein LSm3	NA	NA	NA	NA
CNAG_00782	STE/STE20/Fray protein kinase	SPS1	NA	NA	cellular response to antibiotic;cellular response to cadmium ion;regulation of urease activity
CNAG_00783	hypothetical protein	NA	NA	NA	NA
CNAG_00784	hypothetical protein	NA	NA	NA	NA
CNAG_00785	ATP-dependent RNA helicase eIF4A	NA	extracellular vesicle	NA	NA
CNAG_00786	hypothetical protein	NA	NA	NA	NA
CNAG_00787	hypothetical protein	NA	NA	NA	NA
CNAG_00788	NADH dehydrogenase	NDH1	NA	NA	NA
CNAG_00789	hypothetical protein	NA	NA	NA	NA
CNAG_00790	PAP2 domain-containing protein	DPP1	NA	NA	NA
CNAG_00791	hypothetical protein	HLH1	NA	urease activity	mating;negative regulation of melanin biosynthetic process;response to diamide;response to dithiothreitol;response to hydrogen peroxide;response to tunicamycin
CNAG_00792	ATP-binding cassette transporter	NA	NA	NA	NA
CNAG_00793	DNA-directed RNA polymerase I, II, and III subunit RPABC1	NA	NA	NA	NA
CNAG_00794	hypothetical protein	NA	NA	NA	NA
CNAG_00795	Putative flocculin	CFL1	NA	NA	NA
CNAG_00796	ATP-binding cassette, subfamily B (MDR/TAP), member 1	MDR1	NA	NA	NA
CNAG_00797	acetyl-CoA synthetase	NA	NA	NA	NA
CNAG_00798	hypothetical protein	NA	NA	NA	NA
CNAG_00799	cellulase	NA	extracellular vesicle	NA	NA
CNAG_00800	nicotinamidase	NA	NA	NA	NA
CNAG_00801	hypothetical protein	NA	NA	NA	NA
CNAG_00802	calcineurin-binding protein	CBP1	NA	NA	NA
CNAG_00803	solute carrier family 24 (sodium/potassium/calcium exchanger), member 6	NA	NA	NA	NA
CNAG_00804	Gtr1/RagA G protein Gtr1	NA	NA	NA	NA
CNAG_00805	hypothetical protein	NA	NA	NA	NA
CNAG_00806	hypothetical protein	NA	NA	NA	NA
CNAG_00807	hypothetical protein	NA	NA	NA	NA
CNAG_00808	myosin regulatory light chain cdc4	NA	NA	NA	NA
CNAG_00809	ATP-dependent RNA helicase DED1	NA	NA	NA	NA
CNAG_00810	polynucleotide kinase 3'-phosphatase	SSU72	NA	NA	cellular response to methyl methanesulfonate
CNAG_00811	anthranilate phosphoribosyltransferase	NA	NA	NA	NA
