Gat201_4h_down,Gene,Product
2469,CNAG_00077,"solute carrier family 26 (sodium-independent sulfate anion transporter), member 11"
2470,CNAG_01974,large subunit ribosomal protein L36
2471,CNAG_04884,large subunit ribosomal protein L44
2472,CNAG_06340,pre-rRNA-processing protein TSR4
2473,CNAG_01864,hypothetical protein
2474,CNAG_04452,small subunit ribosomal protein S18
2475,CNAG_06201,hypothetical protein
2476,CNAG_01466,hypothetical protein
2477,CNAG_00818,hypothetical protein
2478,CNAG_00070,hypothetical protein
2479,CNAG_06330,hypothetical protein
2480,CNAG_02255,BNR/Asp-box repeat family protein
2481,CNAG_06621,biotin synthase
2482,CNAG_07889,hypothetical protein
2483,CNAG_07724,ligand-regulated transcription factor
2484,CNAG_05117,hypothetical protein
2485,CNAG_00434,arginine N-methyltransferase 2
2486,CNAG_01599,hypothetical protein
2487,CNAG_02501,hypothetical protein
2488,CNAG_02145,hypothetical protein
2489,CNAG_01341,mannose-6-phosphate isomerase
2490,CNAG_01341,"mannose-6-phosphate isomerase, variant"
2491,CNAG_05743,anaphase-promoting complex subunit 10
2492,CNAG_04958,ubiquitin fusion degradation protein 1
2493,CNAG_02520,DNA-directed RNA polymerase III subunit RPC4
2494,CNAG_05152,phospholipid:diacylglycerol acyltransferase
2495,CNAG_06055,hypothetical protein
2496,CNAG_04236,pyridoxal phosphate phosphatase phospho2
2497,CNAG_02020,SWR1-complex protein 4
2498,CNAG_01962,"ubiquinone biosynthesis protein COQ4, mitochondrial"
2499,CNAG_02007,adenylate kinase 1
2500,CNAG_06684,pre-rRNA-processing protein IPI3
2501,CNAG_05035,ferredoxin-NADP reductase
2502,CNAG_00608,hypothetical protein
2503,CNAG_06505,hypothetical protein
2504,CNAG_00656,large subunit ribosomal protein L7e
2505,CNAG_02552,"transketolase, variant 2"
2506,CNAG_02552,"transketolase, variant 1"
2507,CNAG_02552,transketolase
2508,CNAG_06645,methylenetetrahydrofolate dehydrogenase (NAD)
2509,CNAG_03310,nicotinamide N-methyltransferase
2510,CNAG_05598,hypothetical protein
2511,CNAG_01065,"hypothetical protein, variant"
2512,CNAG_01065,hypothetical protein
2513,CNAG_03953,"Sua5/YciO/YrdC/YwlC family protein, variant"
2514,CNAG_03953,Sua5/YciO/YrdC/YwlC family protein
2515,CNAG_05247,lysophosphatidate acyltransferase
2516,CNAG_00345,porphobilinogen synthase
2517,CNAG_07628,translation initiation factor 3 subunit C
2518,CNAG_00346,hypothetical protein
2519,CNAG_04149,nuclear pore complex protein Nup107
2520,CNAG_06868,phosphopyruvate hydratase
2521,CNAG_07740,hypothetical protein
2522,CNAG_02838,small subunit ribosomal protein S17
2523,CNAG_05814,small subunit ribosomal protein S10e
2524,CNAG_03000,small subunit ribosomal protein S19e
2525,CNAG_00876,ferric-chelate reductase
2526,CNAG_07953,hypothetical protein
2527,CNAG_02414,hypothetical protein
2528,CNAG_00159,hypothetical protein
2529,CNAG_05091,hypothetical protein
2530,CNAG_07382,hypothetical protein
2531,CNAG_07994,hypothetical protein
2532,CNAG_05755,protein MAK16
2533,CNAG_00909,phosphopantothenoylcysteine decarboxylase
2534,CNAG_03069,hydrolase
2535,CNAG_05816,hypothetical protein
2536,CNAG_04635,endopeptidase
2537,CNAG_03481,ribonuclease P protein component
2538,CNAG_03033,hypothetical protein
2539,CNAG_07664,mitochondrial protein
2540,CNAG_00773,hypothetical protein
2541,CNAG_02982,U3 small nucleolar RNA-associated protein 13
2542,CNAG_04314,"NAD kinase, variant"
2543,CNAG_04314,NAD kinase
2544,CNAG_05777,hypothetical protein
2545,CNAG_00095,hypothetical protein
2546,CNAG_02534,tRNA 2'-phosphotransferase
2547,CNAG_04799,large subunit ribosomal protein L14e
2548,CNAG_06596,hypothetical protein
2549,CNAG_07457,hypothetical protein
2550,CNAG_04163,hypothetical protein
2551,CNAG_04621,glycogen(starch) synthase
2552,CNAG_04621,"glycogen(starch) synthase, variant"
2553,CNAG_06235,hypothetical protein
2554,CNAG_01833,translation initiation factor 4E
2555,CNAG_02143,hypothetical protein
2556,CNAG_02143,"hypothetical protein, variant"
2557,CNAG_02054,hypothetical protein
2558,CNAG_03965,ribosome recycling factor
2559,CNAG_02025,DNA-directed RNA polymerase III subunit RPC3
2560,CNAG_04818,hypothetical protein
2561,CNAG_07489,hypothetical protein
2562,CNAG_04663,hypothetical protein
2563,CNAG_07456,hypothetical protein
2564,CNAG_07456,"hypothetical protein, variant"
2565,CNAG_00093,hypothetical protein
2566,CNAG_00318,arp2/3 complex 16 kda subunit
2567,CNAG_07778,translation initiation factor 2 subunit 1
2568,CNAG_01595,hypothetical protein
2569,CNAG_03679,"hypothetical protein, variant"
2570,CNAG_03679,hypothetical protein
2571,CNAG_00026,kynurenine aminotransferase
2572,CNAG_00026,"kynurenine aminotransferase, variant"
2573,CNAG_01544,histidyl-tRNA synthetase
2574,CNAG_06935,isochorismatase hydrolase
2575,CNAG_04050,small nuclear ribonucleoprotein D3
2576,CNAG_01812,large subunit ribosomal protein L24e
2577,CNAG_03178,hypothetical protein
2578,CNAG_02443,NADH dehydrogenase
2579,CNAG_03127,small subunit ribosomal protein S23
2580,CNAG_02692,nitroreductase
2581,CNAG_04046,hypothetical protein
2582,CNAG_00734,"dihydroorotase, homodimeric type, variant"
2583,CNAG_00734,"dihydroorotase, homodimeric type"
2584,CNAG_01155,glycerol kinase
2585,CNAG_04062,ribosome biogenesis protein ENP2
2586,CNAG_05804,nuclear pore complex protein Nup188
2587,CNAG_00109,"large subunit ribosomal protein L34, variant"
2588,CNAG_00109,large subunit ribosomal protein L34
2589,CNAG_02762,F-type H -transporting ATPase subunit G
2590,CNAG_05169,L-lactate dehydrogenase (cytochrome)
2591,CNAG_04092,sugar transporter
2592,CNAG_02378,H/ACA ribonucleoprotein complex subunit 2
2593,CNAG_03004,"riboflavin synthase, alpha subunit"
2594,CNAG_04775,hypothetical protein
2595,CNAG_01379,hypothetical protein
2596,CNAG_00659,TFIIH basal transcription factor complex TTD-A subunit
2597,CNAG_00703,large subunit ribosomal protein L31e
2598,CNAG_00733,hypothetical protein
2599,CNAG_06252,hypothetical protein
2600,CNAG_03376,cytoplasmic protein
2601,CNAG_03376,"cytoplasmic protein, variant"
2602,CNAG_07968,hypothetical protein
2603,CNAG_00931,protein transporter
2604,CNAG_02609,3-demethylubiquinone-9 3-O-methyltransferase
2605,CNAG_02813,large subunit ribosomal protein L30
2606,CNAG_04802,ribosomal RNA-processing protein 9
2607,CNAG_02106,mitochondrial intermembrane space import and assembly protein 40
2608,CNAG_03541,hypothetical protein
2609,CNAG_06729,hypothetical protein
2610,CNAG_06529,hypothetical protein
2611,CNAG_00932,hypothetical protein
2612,CNAG_04182,hypothetical protein
2613,CNAG_06986,sugar transporter
2614,CNAG_02331,small subunit ribosomal protein S9
2615,CNAG_00018,hypothetical protein
2616,CNAG_06873,5-oxoprolinase
2617,CNAG_05082,translation initiation factor 2D
2618,CNAG_01558,chlorophyll synthesis pathway protein BchC
2619,CNAG_06545,pim1 protein RNA transporter 2
2620,CNAG_04830,large subunit ribosomal protein L33
2621,CNAG_03824,"solute carrier family 25 (mitochondrial phosphate transporter), member 3"
2622,CNAG_07900,hypothetical protein
2623,CNAG_05844,mitochondrial import inner membrane translocase subunit TIM8
2624,CNAG_07494,U3 small nucleolar RNA-associated protein MPP10
2625,CNAG_00684,ribulose-phosphate 3-epimerase
2626,CNAG_00349,hypothetical protein
2627,CNAG_05764,small subunit ribosomal protein S5
2628,CNAG_01608,"nuclear GTP-binding protein, variant"
2629,CNAG_01608,nuclear GTP-binding protein
2630,CNAG_01969,zinc metalloprotease
2631,CNAG_02923,large subunit ribosomal protein L14
2632,CNAG_04997,cytoplasmic protein
2633,CNAG_06190,N-acetylglucosamine-6-phosphate deacetylase
2634,CNAG_03346,hypothetical protein
2635,CNAG_03645,NET1-associated nuclear protein 1 (U3 small nucleolar RNA-associated protein 17)
2636,CNAG_03645,"NET1-associated nuclear protein 1 (U3 small nucleolar RNA-associated protein 17), variant"
2637,CNAG_05095,pod-specific dehydrogenase SAC25
2638,CNAG_04615,L-aminoadipate-semialdehyde dehydrogenase
2639,CNAG_04266,YEATS domain-containing protein 4
2640,CNAG_06224,nuclear movement protein nudC
2641,CNAG_05437,nascent polypeptide-associated complex subunit beta
2642,CNAG_07637,large subunit ribosomal protein L3
2643,CNAG_06798,U3 small nucleolar RNA-associated protein 18
2644,CNAG_03393,acyl-CoA thioesterase II
2645,CNAG_01044,dihydroceramidase
2646,CNAG_06075,hypothetical protein
2647,CNAG_06067,hypothetical protein
2648,CNAG_02181,dihydrokaempferol 4-reductase
2649,CNAG_00607,hypothetical protein
2650,CNAG_03779,"large subunit ribosomal protein L4, variant"
2651,CNAG_03779,large subunit ribosomal protein L4
2652,CNAG_06656,diphthine synthase
2653,CNAG_02554,sugar transporter
2654,CNAG_04905,tRNA (uracil-5-)-methyltransferase
2655,CNAG_01987,carbohydrate binding protein
2656,CNAG_00052,hypothetical protein
2657,CNAG_05228,U3 small nucleolar ribonucleoprotein LCP5
2658,CNAG_07873,MIPC synthase
2659,CNAG_05868,"glutamate-1-semialdehyde 2,1-aminomutase"
2660,CNAG_01924,hypothetical protein
2661,CNAG_00427,type 2C protein Phosphatase
2662,CNAG_00730,ATP-binding cassette transporter
2663,CNAG_02335,hypothetical protein
2664,CNAG_03806,acyltransferase
2665,CNAG_03806,"acyltransferase, variant"
2666,CNAG_00005,TPR repeat-containing protein
2667,CNAG_02712,Bud32 protein kinase
2668,CNAG_02100,"fatty acid synthase subunit alpha, fungi type"
2669,CNAG_06880,mitochondrial protein
2670,CNAG_03992,GTP-binding protein 1
2671,CNAG_03992,"GTP-binding protein 1, variant"
2672,CNAG_06214,hypothetical protein
2673,CNAG_06506,hypothetical protein
2674,CNAG_04961,orotidine 5'-phosphate decarboxylase
2675,CNAG_03389,alpha-ketoglutarate catabolism dioxygenase
2676,CNAG_02382,ribosome biogenesis protein BRX1
2677,CNAG_04334,hypothetical protein
2678,CNAG_01303,hypothetical protein
2679,CNAG_01303,"hypothetical protein, variant"
2680,CNAG_06302,"hypothetical protein, variant"
2681,CNAG_06302,hypothetical protein
2682,CNAG_01596,hypothetical protein
2683,CNAG_05111,hypothetical protein
2684,CNAG_00038,alcohol dehydrogenase
2685,CNAG_06568,RAN protein kinase
2686,CNAG_01344,hypothetical protein
2687,CNAG_03747,large subunit ribosomal protein L27Ae
2688,CNAG_03071,hypothetical protein
2689,CNAG_00259,bud site selection protein
2690,CNAG_05507,small subunit ribosomal protein S8
2691,CNAG_02136,small subunit ribosomal protein S6
2692,CNAG_05808,syntaxin 18
2693,CNAG_03559,allantoate permease
2694,CNAG_02526,hypothetical protein
2695,CNAG_03304,hypothetical protein
2696,CNAG_02914,hypothetical protein
2697,CNAG_04579,"alpha-1,2-mannosyltransferase"
2698,CNAG_01365,hypothetical protein
2699,CNAG_01236,rRNA-processing protein EBP2
2700,CNAG_00837,hypothetical protein
2701,CNAG_06386,hypothetical protein
2702,CNAG_03360,hypothetical protein
2703,CNAG_02259,tRNA-dihydrouridine synthase 2
2704,CNAG_02917,hypothetical protein
2705,CNAG_06468,nucleolar GTP-binding protein
2706,CNAG_03890,protein lysine methyltransferase SET5
2707,CNAG_01721,porphobilinogen deaminase
2708,CNAG_06454,Atypical/RIO/RIO1 protein kinase
2709,CNAG_02069,hypothetical protein
2710,CNAG_04907,hypothetical protein
2711,CNAG_04907,"hypothetical protein, variant"
2712,CNAG_05811,hypothetical protein
2713,CNAG_02086,acyl-CoA-dependent ceramide synthase
2714,CNAG_01936,sugar transporter
2715,CNAG_01096,hypothetical protein
2716,CNAG_05485,tRNA (adenine-N(1)-)-methyltransferase catalytic subunit TRM61
2717,CNAG_00358,tRNA dimethylallyltransferase
2718,CNAG_00358,"tRNA dimethylallyltransferase, variant"
2719,CNAG_04614,hypothetical protein
2720,CNAG_04037,hypothetical protein
2721,CNAG_07439,U3 small nucleolar RNA-associated protein 21
2722,CNAG_00430,hypothetical protein
2723,CNAG_06906,translation initiation factor 4B
2724,CNAG_05002,hypothetical protein
2725,CNAG_01253,mitochondrial import inner membrane translocase subunit TIM10
2726,CNAG_03766,ankyrin repeat-containing protein
2727,CNAG_02463,hypothetical protein
2728,CNAG_07572,elongator complex protein 3
2729,CNAG_07536,DNA-directed RNA polymerase I subunit RPA43
2730,CNAG_05156,"hypothetical protein, variant"
2731,CNAG_05156,hypothetical protein
2732,CNAG_06699,glyceraldehyde-3-phosphate dehydrogenase
2733,CNAG_06799,uroporphyrinogen decarboxylase
2734,CNAG_05006,hypothetical protein
2735,CNAG_02707,hypothetical protein
2736,CNAG_01990,small subunit ribosomal protein S5
2737,CNAG_00874,multisite-specific tRNA:(cytosine-C5)-methyltransferase
2738,CNAG_06314,phosphoribosylamine-glycine ligase
2739,CNAG_03675,pumilio domain-containing protein
2740,CNAG_04934,hypothetical protein
2741,CNAG_03232,lactamase
2742,CNAG_03333,cytoplasmic protein
2743,CNAG_07881,"hypothetical protein, variant 2"
2744,CNAG_07881,"hypothetical protein, variant 1"
2745,CNAG_07881,hypothetical protein
2746,CNAG_03081,"ATP-dependent RNA helicase MRH4, mitochondrial"
2747,CNAG_05624,hypothetical protein
2748,CNAG_06782,hypothetical protein
2749,CNAG_05550,hypothetical protein
2750,CNAG_00811,anthranilate phosphoribosyltransferase
2751,CNAG_06206,ATP-dependent RNA helicase DBP9
2752,CNAG_04518,hypothetical protein
2753,CNAG_07957,WD repeat and SOF domain-containing protein 1
2754,CNAG_01557,calmodulin
2755,CNAG_01843,"elongation factor Ts, mitochondrial"
2756,CNAG_02093,hypothetical protein
2757,CNAG_03014,"dolichyldiphosphatase, variant"
2758,CNAG_03014,dolichyldiphosphatase
2759,CNAG_06056,hypothetical protein
2760,CNAG_03850,transcriptional activator SPT7
2761,CNAG_06094,hypothetical protein
2762,CNAG_03436,"alanine transaminase, variant"
2763,CNAG_03436,alanine transaminase
2764,CNAG_04646,hypothetical protein
2765,CNAG_02129,hypothetical protein
2766,CNAG_07522,hypothetical protein
2767,CNAG_03688,hypothetical protein
2768,CNAG_07991,hypothetical protein
2769,CNAG_00781,U6 snRNA-associated Sm-like protein LSm3
2770,CNAG_03964,zinc knuckle family protein
2771,CNAG_00538,hypothetical protein
2772,CNAG_07319,hypothetical protein
2773,CNAG_04761,Ras family protein
2774,CNAG_01609,cystathionine gamma-synthase
2775,CNAG_06866,hypothetical protein
2776,CNAG_03730,DNA-directed RNA polymerase II subunit RPB11
2777,CNAG_06713,cysteine-tRNA ligase
2778,CNAG_04683,hypothetical protein
2779,CNAG_01925,hypothetical protein
2780,CNAG_00075,hypothetical protein
2781,CNAG_04817,hypothetical protein
2782,CNAG_04324,hypothetical protein
2783,CNAG_06558,NADPH-ferrihemoprotein reductase
2784,CNAG_05121,hypothetical protein
2785,CNAG_07657,U3 small nucleolar RNA-associated protein 19
2786,CNAG_03724,ribosomal RNA methyltransferase Nop2
2787,CNAG_01554,sorting nexin-4
2788,CNAG_05678,membrane protein
2789,CNAG_05940,hypothetical protein
2790,CNAG_01744,phosphatase
2791,CNAG_02427,"hypothetical protein, variant"
2792,CNAG_02427,hypothetical protein
2793,CNAG_05270,tRNA pseudouridine13 synthase
2794,CNAG_06284,hypothetical protein
2795,CNAG_06002,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
2796,CNAG_07535,small subunit ribosomal protein S16
2797,CNAG_05090,quinone oxidoreductase
2798,CNAG_05167,hypothetical protein
2799,CNAG_05462,cytochrome b5 reductase
2800,CNAG_06137,hypothetical protein
2801,CNAG_06830,histidinol dehydrogenase
2802,CNAG_05530,hypothetical protein
2803,CNAG_01224,large subunit ribosomal protein L18-A
2804,CNAG_07671,hypothetical protein
2805,CNAG_06074,"cytoplasmic protein, variant"
2806,CNAG_06074,cytoplasmic protein
2807,CNAG_00992,"homocitrate synthase, mitochondrial"
2808,CNAG_03146,alpha-amylase
2809,CNAG_00044,ribosome assembly protein 1
2810,CNAG_07897,"MFS transporter, SP family, general alpha glucoside:H symporter"
2811,CNAG_07561,"6-phosphogluconate dehydrogenase, decarboxylating 1"
2812,CNAG_03335,ribose-phosphate pyrophosphokinase
2813,CNAG_07651,DEAD-box ATP-dependent RNA helicase 26
2814,CNAG_07651,"DEAD-box ATP-dependent RNA helicase 26, variant"
2815,CNAG_03280,dihydrodipicolinate synthetase
2816,CNAG_03280,"dihydrodipicolinate synthetase, variant"
2817,CNAG_02421,hypothetical protein
2818,CNAG_01404,hsp71-like protein
2819,CNAG_06456,hypothetical protein
2820,CNAG_00877,adenylate kinase
2821,CNAG_00877,"adenylate kinase, variant"
2822,CNAG_02890,hypothetical protein
2823,CNAG_02102,hypothetical protein
2824,CNAG_02074,mitochondrial processing peptidase
2825,CNAG_00135,cyclophilin
2826,CNAG_06611,DNA-directed RNA polymerase I subunit RPA2
2827,CNAG_08008,hypothetical protein
2828,CNAG_04676,6-phosphofructokinase
2829,CNAG_05339,hypothetical protein
2830,CNAG_06589,endoribonuclease L-PSP
2831,CNAG_00626,hypothetical protein
2832,CNAG_03130,rho family protein
2833,CNAG_03106,hypothetical protein
2834,CNAG_04045,hypothetical protein
2835,CNAG_03221,large subunit ribosomal protein L29
2836,CNAG_06215,hypothetical protein
2837,CNAG_04749,hypothetical protein
2838,CNAG_02190,hypothetical protein
2839,CNAG_01141,exosome complex component RRP40
2840,CNAG_07904,hypothetical protein
2841,CNAG_04751,hypothetical protein
2842,CNAG_03731,hypothetical protein
2843,CNAG_03731,"hypothetical protein, variant"
2844,CNAG_06353,tRNA pseudouridine(38-40) synthase
2845,CNAG_02230,phosphoketolase
2846,CNAG_01556,cytoplasmic protein
2847,CNAG_02655,hypothetical protein
2848,CNAG_04400,small subunit ribosomal protein S10
2849,CNAG_05759,acetyl-CoA carboxylase/biotin carboxylase
2850,CNAG_03624,pescadillo
2851,CNAG_00451,cytoplasmic protein
2852,CNAG_06341,hypothetical protein
2853,CNAG_04983,hypothetical protein
2854,CNAG_00076,A/G-specific adenine glycosylase
2855,CNAG_00775,U3 small nucleolar RNA-associated protein 15
2856,CNAG_07537,mitochondrial GTPase 1
2857,CNAG_07537,"mitochondrial GTPase 1, variant"
2858,CNAG_00899,hypothetical protein
2859,CNAG_06020,hypothetical protein
2860,CNAG_01947,"2,4-dienoyl-CoA reductase"
2861,CNAG_01325,DASH complex subunit SPC19
2862,CNAG_05015,catalase
2863,CNAG_00961,hypothetical protein
2864,CNAG_05810,hypothetical protein
2865,CNAG_06864,"hypothetical protein, variant"
2866,CNAG_06864,hypothetical protein
2867,CNAG_07488,hypothetical protein
2868,CNAG_03836,"hypothetical protein, variant"
2869,CNAG_03836,hypothetical protein
2870,CNAG_05917,hypothetical protein
2871,CNAG_00686,hypothetical protein
2872,CNAG_07387,siderophore-iron transporter Str3
2873,CNAG_05569,hypothetical protein
2874,CNAG_04128,GTPase inhibitor
2875,CNAG_01761,hypothetical protein
2876,CNAG_00745,HAL protein kinase
2877,CNAG_04694,periodic tryptophan protein 1
2878,CNAG_06876,alpha-ketoglutarate-dependent taurine dioxygenase
2879,CNAG_07677,hypothetical protein
2880,CNAG_07917,uracil transporter FurD
2881,CNAG_00836,2-hydroxyacid dehydrogenase
2882,CNAG_06076,cytoplasmic protein
2883,CNAG_05097,YjeF family protein
2884,CNAG_02527,multidrug transporter
2885,CNAG_02527,"multidrug transporter, variant"
2886,CNAG_04326,malate dehydrogenase (oxaloacetate-decarboxylating)
2887,CNAG_06379,N-acetyltransferase 10
2888,CNAG_00995,hypothetical protein
2889,CNAG_00995,"hypothetical protein, variant"
2890,CNAG_01187,ribosome production factor 2
2891,CNAG_06412,rRNA-processing protein EFG1
2892,CNAG_00609,hypothetical protein
2893,CNAG_05822,protein RAI1
2894,CNAG_02820,serine/threonine protein kinase
2895,CNAG_00817,hypothetical protein
2896,CNAG_04705,"hypothetical protein, variant"
2897,CNAG_04705,hypothetical protein
2898,CNAG_04471,FAD dependent oxidoreductase
2899,CNAG_03975,ribosome biogenesis protein ERB1
2900,CNAG_01111,translation initiation factor 3 subunit K
2901,CNAG_01007,C2 domain-containing protein
2902,CNAG_04994,signal recognition particle subunit SRP14
2903,CNAG_06005,U3 small nucleolar RNA-associated protein 4
2904,CNAG_05290,transcription initiation protein SPT3
2905,CNAG_06540,"dihydroxy-acid dehydratase, variant"
2906,CNAG_06540,dihydroxy-acid dehydratase
2907,CNAG_00108,RuvB-like helicase 1
2908,CNAG_03636,DNA-directed RNA polymerase I and III subunit RPAC2
2909,CNAG_04178,hypothetical protein
2910,CNAG_03817,cell growth-regulating nucleolar protein
2911,CNAG_05170,hypothetical protein
2912,CNAG_04399,YggS family pyridoxal phosphate enzyme
2913,CNAG_03060,multiple drug resistance protein
2914,CNAG_03142,hypothetical protein
2915,CNAG_03910,D-xylose-proton symporter
2916,CNAG_00360,"nuclear protein SNF4, variant"
2917,CNAG_00360,nuclear protein SNF4
2918,CNAG_00394,diphthamide biosynthesis protein 3
2919,CNAG_00096,hypothetical protein
2920,CNAG_06472,nucleolar protein 4
2921,CNAG_01588,plasma membrane proteolipid 3
2922,CNAG_06173,hypothetical protein
2923,CNAG_07437,3-keto sterol reductase
2924,CNAG_04395,protein BFR2
2925,CNAG_03115,hypothetical protein
2926,CNAG_07951,WD-repeat protein JIP5
2927,CNAG_07511,nucleolar protein 15
2928,CNAG_03921,hypothetical protein
2929,CNAG_05682,hypothetical protein
2930,CNAG_01113,hypothetical protein
2931,CNAG_02748,UTP-glucose-1-phosphate uridylyltransferase
2932,CNAG_04188,O-methyltransferase
2933,CNAG_01348,cyanate hydratase
2934,CNAG_01348,"cyanate hydratase, variant"
2935,CNAG_04776,homoserine dehydrogenase
2936,CNAG_05103,transcription initiation factor TFIIF subunit beta
2937,CNAG_03408,hypothetical protein
2938,CNAG_03300,ribosomal RNA-processing protein 1
2939,CNAG_03168,sulfite reductase (NADPH) flavoprotein alpha-component
2940,CNAG_03293,pre-rRNA-processing protein TSR2
2941,CNAG_05329,"myo-inositol 2-dehydrogenase, variant"
2942,CNAG_05329,myo-inositol 2-dehydrogenase
2943,CNAG_07410,"hypothetical protein, variant"
2944,CNAG_07410,hypothetical protein
2945,CNAG_05929,"MFS transporter, SP family, general alpha glucoside:H symporter"
2946,CNAG_07309,mRNA surveillance protein pelota
2947,CNAG_06344,hypothetical protein
2948,CNAG_03441,small subunit ribosomal protein S21
2949,CNAG_06563,translation initiation factor 3 subunit F
2950,CNAG_04105,hypothetical protein
2951,CNAG_03517,NADH dehydrogenase
2952,CNAG_00023,hypothetical protein
2953,CNAG_02328,pre-rRNA-processing protein TSR1
2954,CNAG_00834,phosphatidylserine decarboxylase
2955,CNAG_00834,"phosphatidylserine decarboxylase, variant"
2956,CNAG_05652,cytoplasmic protein
2957,CNAG_02072,hypothetical protein
2958,CNAG_07981,hypothetical protein
2959,CNAG_01112,xenobiotic reductase
2960,CNAG_04927,hypothetical protein
2961,CNAG_03693,large subunit ribosomal protein L11
2962,CNAG_03141,"hypothetical protein, variant"
2963,CNAG_03141,hypothetical protein
2964,CNAG_01471,hypothetical protein
2965,CNAG_04899,cytoplasmic protein
2966,CNAG_04899,"cytoplasmic protein, variant"
2967,CNAG_03105,hypothetical protein
2968,CNAG_06865,translation machinery-associated protein 16
2969,CNAG_05476,hypothetical protein
2970,CNAG_00804,Gtr1/RagA G protein Gtr1
2971,CNAG_06350,hypothetical protein
2972,CNAG_04980,U6 snRNA-associated Sm-like protein LSm1
2973,CNAG_04944,hypothetical protein
2974,CNAG_04944,"hypothetical protein, variant"
2975,CNAG_05341,hypothetical protein
2976,CNAG_04704,"MFS transporter, SHS family, lactate transporter"
2977,CNAG_06815,hypothetical protein
2978,CNAG_05401,hypothetical protein
2979,CNAG_06846,hypothetical protein
2980,CNAG_07449,amino acid transporter
2981,CNAG_07960,hypothetical protein
2982,CNAG_05914,"MFS transporter, SP family, general alpha glucoside:H symporter"
2983,CNAG_06007,U3 small nucleolar RNA-associated protein 23
2984,CNAG_06781,hypothetical protein
2985,CNAG_04475,"hypothetical protein, variant 2"
2986,CNAG_03083,cupin domain-containing protein
2987,CNAG_02758,NADH:flavin oxidoreductase/NADH oxidase
2988,CNAG_03040,transketolase
2989,CNAG_03040,"transketolase, variant"
2990,CNAG_05473,hypothetical protein
2991,CNAG_05106,hypothetical protein
2992,CNAG_03822,monolysocardiolipin acyltransferase
2993,CNAG_07641,monosaccharide transporter
2994,CNAG_01794,2-hydroxyacid dehydrogenase
2995,CNAG_04370,U3 small nucleolar RNA-associated protein 10
2996,CNAG_07589,xylitol dehydrogenase
2997,CNAG_05597,transcription initiation factor TFIID subunit 9/adenylate kinase
2998,CNAG_07947,hypothetical protein
2999,CNAG_01102,oxidoreductase
3000,CNAG_01417,hypothetical protein
3001,CNAG_00450,3-isopropylmalate dehydrogenase
3002,CNAG_07310,hypothetical protein
3003,CNAG_03129,transcription factor iiia
3004,CNAG_05926,U2 small nuclear ribonucleoprotein A'
3005,CNAG_04043,hypothetical protein
3006,CNAG_00120,hypothetical protein
3007,CNAG_01528,hypothetical protein
3008,CNAG_00864,"MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13"
3009,CNAG_01047,hypothetical protein
3010,CNAG_06567,hypothetical protein
3011,CNAG_06494,cold-induced thioredoxin domain-containing protein
3012,CNAG_02006,protein N-terminal amidase
3013,CNAG_04206,hypothetical protein
3014,CNAG_06385,"GAF domain-containing protein, variant"
3015,CNAG_06385,GAF domain-containing protein
3016,CNAG_06515,hypothetical protein
3017,CNAG_00785,ATP-dependent RNA helicase eIF4A
3018,CNAG_00527,translation initiation factor eIF-2B subunit epsilon
3019,CNAG_03313,"hypothetical protein, variant"
3020,CNAG_03313,hypothetical protein
3021,CNAG_02998,nuclear protein
3022,CNAG_01890,5-methyltetrahydropteroyltriglutamate- homocysteine S-methyltransferase
3023,CNAG_07516,hypothetical protein
3024,CNAG_03159,cytoplasmic protein
3025,CNAG_01550,pre-rRNA-processing protein TSR3
3026,CNAG_06578,hypothetical protein
3027,CNAG_06556,oxidoreductase
3028,CNAG_05144,carbonic anhydrase
3029,CNAG_03563,aspartate-tRNA(Asn) ligase
3030,CNAG_00452,isovaleryl-CoA dehydrogenase
3031,CNAG_00015,hypothetical protein
3032,CNAG_04807,hypothetical protein
3033,CNAG_00497,hypothetical protein
3034,CNAG_00057,"fructose-1,6-bisphosphatase I"
3035,CNAG_04325,extradiol ring-cleavage dioxygenase
3036,CNAG_00867,"MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13"
3037,CNAG_00867,"MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13, variant 1"
3038,CNAG_00867,"MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13, variant 2"
3039,CNAG_00194,hypothetical protein
3040,CNAG_01846,flavoprotein
3041,CNAG_00934,allantoinase
3042,CNAG_02047,hypothetical protein
3043,CNAG_07685,UMF1 family MFS transporter
3044,CNAG_05774,hypothetical protein
3045,CNAG_05774,"hypothetical protein, variant"
3046,CNAG_02088,hypothetical protein
3047,CNAG_05619,TPR repeat-containing protein
3048,CNAG_07856,hypothetical protein
3049,CNAG_02685,hypothetical protein
3050,CNAG_03064,nucleolar protein 16
3051,CNAG_03128,gamma-glutamyltransferase
3052,CNAG_03128,"gamma-glutamyltransferase, variant"
3053,CNAG_03495,hypothetical protein
3054,CNAG_06602,cysteine-type peptidase
3055,CNAG_05273,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase, variant"
3056,CNAG_05273,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase"
3057,CNAG_04744,"mannose-6-phosphate isomerase, class I"
